lead_text	photo_url	title	url	wikipedia_link
"Werner Finck (2 May 1902 – 31 July 1978) was a German Kabarett comedian, actor and author. Not politically motivated by his own admission but just a ""convinced individualist"", he became one of Germany's leading cabaret artists under the conditions of the Nazi suppression after 1933."	http://commons.wikimedia.org/wiki/Special:FilePath/2018-07-18_Sterne_der_Satire_-_Walk_of_Fame_des_Kabaretts_Nr_01_Werner_Finck-1056.jpg?width=300	Werner Finck	https://dbpedia.org/page/Werner_Finck	http://en.wikipedia.org/wiki/Werner_Finck?oldid=1093708507&ns=0
"Shireen Tahmaaseb Hunter is an independent scholar. Until 2019, she was a Research Professor at the Center for Muslim-Christian Understanding (ACMCU) at Georgetown University in Washington, D.C., with which she had been associated since 2005, as Visiting Fellow and then Visiting Professor. She became an honorary fellow of ACMCU in September 2019."	http://www.us-iran.org/shireen-hunter	Shireen Hunter	https://dbpedia.org/page/Shireen_Hunter	http://en.wikipedia.org/wiki/Shireen_Hunter?oldid=1115347785&ns=0
"Clara Elisabeth, Countess von Platen-Hallermund (14 January 1648 — 30 January 1700, Schloss Monplaisir, in what is now the Von-Alten-Garten in Hannover) was a German noblewoman, most notable as the mistress of Ernest Augustus (Elector of Hanover, father of George I of Great Britain) and for her involvement in the Königsmarck affair."	http://commons.wikimedia.org/wiki/Special:FilePath/Platen.jpg?width=300	Clara Elisabeth von Platen	https://dbpedia.org/page/Clara_Elisabeth_von_Platen	http://en.wikipedia.org/wiki/Clara_Elisabeth_von_Platen?oldid=1094762333&ns=0
"Mr. President was a German Eurodance project best known for the crossover world hit ""Coco Jamboo"" released in 1996. The group is also famous in Europe for the dance hits ""Up'n Away"", ""I'll Follow the Sun"", ""I Give You My Heart"", ""4 on the Floor"", ""Jojo Action"" and the hit albums Up'n Away – The Album and We See the Same Sun."	http://dbpedia.org/resource/Hip_hop_music	Mr. President (band)	https://dbpedia.org/page/Mr._President_(band)	http://en.wikipedia.org/wiki/Mr._President_(band)?oldid=1115287388&ns=0
"Friedrich Martin Josef Welwitsch (25 February 1806 – 20 October 1872) was an Austrian explorer and botanist who in Angola was the first European to describe the plant Welwitschia mirabilis. His report received wide attention among the botanists and general public, comparable only to the discovery of two other plants in the 19th century, namely Victoria amazonica and Rafflesia arnoldii."	http://dbpedia.org/resource/London	Friedrich Welwitsch	https://dbpedia.org/page/Friedrich_Welwitsch	http://en.wikipedia.org/wiki/Friedrich_Welwitsch?oldid=1122073902&ns=0
"A carnival game is a game of chance or skill that can be seen at a traveling carnival, charity fund raiser, amusement arcade and amusement park, or on a state and county fair midway. They are also commonly played on holidays such as Mardi Gras, Saint Patrick's Day, and Oktoberfest."	http://commons.wikimedia.org/wiki/Special:FilePath/Amsterdam_-_Funfair_-_0560.jpg?width=300	Carnival game	https://dbpedia.org/page/Carnival_game	http://en.wikipedia.org/wiki/Carnival_game?oldid=1118444107&ns=0
"Leon Festinger (8 May 1919 – 11 February 1989) was an American social psychologist, perhaps best known for cognitive dissonance and social comparison theory. His theories and research are credited with renouncing the previously dominant behaviorist view of social psychology by demonstrating the inadequacy of stimulus-response conditioning accounts of human behavior. Festinger is also credited with advancing the use of laboratory experimentation in social psychology, although he simultaneously stressed the importance of studying real-life situations, a principle he perhaps most famously practiced when personally infiltrating a doomsday cult. He is also known in social network theory for the (or propinquity)."	http://dbpedia.org/resource/Psychology	Leon Festinger	https://dbpedia.org/page/Leon_Festinger	http://en.wikipedia.org/wiki/Leon_Festinger?oldid=1120693854&ns=0
"Samuel Redgrave (3 October 1802, London - 20 March 1876 London) was an English civil servant and writer on art."	https://archive.org/details/adictionaryarti00redggoog	Samuel Redgrave	https://dbpedia.org/page/Samuel_Redgrave	http://en.wikipedia.org/wiki/Samuel_Redgrave?oldid=919039654&ns=0
"Antonio Bertali (March 1605–17 April 1669) was an Italian composer and violinist of the Baroque era. He was born in Verona and received early music education there from Stefano Bernardi. Probably from 1624, he was employed as court musician in Vienna by Emperor Ferdinand II. In 1649, Bertali succeeded Giovanni Valentini as court Kapellmeister. He died in Vienna in 1669 and was succeeded in his post by Giovanni Felice Sances. The ""Chaconne"" or Ciaccona is perhaps his best-known work."	http://commons.wikimedia.org/wiki/Special:FilePath/Antonio_Bertali.jpg?width=300	Antonio Bertali	https://dbpedia.org/page/Antonio_Bertali	http://en.wikipedia.org/wiki/Antonio_Bertali?oldid=1086246491&ns=0
"Adolphe Yvon (1817–1893) was a French painter known for his paintings of the Napoleonic Wars. Yvon studied under Paul Delaroche, rose to fame during the Second Empire, then finished his career as a teacher."	http://commons.wikimedia.org/wiki/Special:FilePath/ADOLPHE_YVON.1859.jpg?width=300	Adolphe Yvon	https://dbpedia.org/page/Adolphe_Yvon	http://en.wikipedia.org/wiki/Adolphe_Yvon?oldid=1120902423&ns=0
"François Timoléon, abbé de Choisy (French: [ʃwazi]; 16 August 1644 – 2 October 1724) was a French cross-dresser, abbé, and author. He wrote numerous works on church history as well as travelogues, memoirs and fiction."	http://commons.wikimedia.org/wiki/Special:FilePath/Abbé_de_Choisy.jpg?width=300	François-Timoléon de Choisy	https://dbpedia.org/page/Fran%C3%A7ois-Timol%C3%A9on_de_Choisy	http://en.wikipedia.org/wiki/François-Timoléon_de_Choisy?oldid=1118252537&ns=0
"Dunham Jackson (July 24, 1888 in Bridgewater, Massachusetts – November 6, 1946) was a mathematician who worked within approximation theory, notably with trigonometrical and orthogonal polynomials. He is known for Jackson's inequality. He was awarded the Chauvenet Prize in 1935. His book Fourier Series and Orthogonal Polynomials (dated 1941) was reprinted in 2004."	http://dbpedia.org/resource/Mathematician	Dunham Jackson	https://dbpedia.org/page/Dunham_Jackson	http://en.wikipedia.org/wiki/Dunham_Jackson?oldid=971944681&ns=0
"Hyacinthe Jadin (27 April 1776 – 27 September 1800) was a French composer who came from a musical family. His uncle Georges Jadin was a composer in Versailles and Paris, along with his father Jean Jadin, who had played bassoon for the French Royal Orchestra. He was one of five musical brothers, the best known of whom was Louis-Emmanuel Jadin."	http://www.richardfullerfortepiano.com/Jadin/TheLifeandTimesofHyacintheJadin.htm	Hyacinthe Jadin	https://dbpedia.org/page/Hyacinthe_Jadin	http://en.wikipedia.org/wiki/Hyacinthe_Jadin?oldid=1121806194&ns=0
"Muhammad Ibn Sirin (Arabic: محمد بن سيرين) (born in Basra) was a Muslim tabi' who lived in the 8th century CE. He was a contemporary of Anas ibn Malik. He is claimed by some to have been an interpreter of dreams, though others regard the books to have been falsely attributed to him. Once regarded as the same person as Achmet son of Seirim, this is no longer believed to be true, as shown by Maria Mavroudi."	http://dbpedia.org/resource/Sunni	Ibn Sirin	https://dbpedia.org/page/Ibn_Sirin	http://en.wikipedia.org/wiki/Ibn_Sirin?oldid=1111877715&ns=0
Gabriele Giolito de' Ferrari (c. 1508 – 1578) was a 16th-century Italian printer active in Venice. He was one of the first major publishers of literature in the vernacular Italian language.	"http://commons.wikimedia.org/wiki/Special:FilePath/Gabriele_Giolito_de'_Ferrari,_by_Titian.jpg?width=300"	Gabriele Giolito de' Ferrari	https://dbpedia.org/page/Gabriele_Giolito_de'_Ferrari	http://en.wikipedia.org/wiki/Gabriele_Giolito_de'_Ferrari?oldid=1097584154&ns=0
"Heinz Conrads (December 21, 1913 – April 9, 1986) was an Austrian actor, radio and television host, and Wienerlied performer. He appeared in more than thirty films during his career including the 1947 historical It's Only Love."	http://dbpedia.org/resource/Vienna	Heinz Conrads	https://dbpedia.org/page/Heinz_Conrads	http://en.wikipedia.org/wiki/Heinz_Conrads?oldid=980996509&ns=0
"Reginald William Winchester Wilmot (21 June 1911 – 10 January 1954) was an Australian war correspondent who reported for the BBC and the ABC during the Second World War. After the war he continued to work as a broadcast reporter, and wrote a well-appreciated book about the liberation of Europe. He was killed in the crash of a BOAC Comet (Yoke Peter) over the Mediterranean Sea."	http://dbpedia.org/resource/Mediterranean_Sea	Chester Wilmot	https://dbpedia.org/page/Chester_Wilmot	http://en.wikipedia.org/wiki/Chester_Wilmot?oldid=1122836387&ns=0
"Heinrich Gerhard Kuhn FRS (10 March 1904 – 25 August 1994) was a British physicist. A graduate of the University of Göttingen, where he studied for his doctorate under the direction of James Franck, winner of the 1925 Nobel Prize for Physics, he left Germany after the Nazi Party came to power there in 1933, and moved to Britain, where relatives had settled, becoming a British subject in 1939. At the invitation of Frederick Alexander Lindemann, he worked for Imperial Chemical Industries at the Clarendon Laboratory in Oxford, where he studied hyperfine structure. During the Second World War, he worked on isotope separation for Tube Alloys and the Manhattan Project. He was the first physicist to become a fellow at Balliol College, Oxford, in 1950, and published textbooks on atomic spectra in"	http://dbpedia.org/resource/Physicist	Heinrich Gerhard Kuhn	https://dbpedia.org/page/Heinrich_Gerhard_Kuhn	http://en.wikipedia.org/wiki/Heinrich_Gerhard_Kuhn?oldid=1107014474&ns=0
"Josef Magnus Wehner (14 November 1891 – 14 December 1973) was a German writer and playwright. Celebrated (locally, in Fulda) as a ""great German poet"" his reputation is criticized for the militarism displayed in his work and his allegiance to the NSDAP."	http://dbpedia.org/resource/Germany	Josef Magnus Wehner	https://dbpedia.org/page/Josef_Magnus_Wehner	http://en.wikipedia.org/wiki/Josef_Magnus_Wehner?oldid=1024112092&ns=0
	http://dbpedia.org/resource/Template:Disambiguation	Leka	https://dbpedia.org/page/Leka	http://en.wikipedia.org/wiki/Leka?oldid=1085701703&ns=0
"A columbarium (/ˌkɒləmˈbɛəri.əm/; pl. columbaria) is a structure for the reverential and usually public storage of funerary urns, holding cremated remains of the deceased. The term can also mean the nesting boxes of pigeons. The term comes from the Latin ""columba"" (dove) and, originally, solely referred to compartmentalized housing for doves and pigeons called a dovecote."	http://commons.wikimedia.org/wiki/Special:FilePath/Columbarium-500.jpg?width=300	Columbarium	https://dbpedia.org/page/Columbarium	http://en.wikipedia.org/wiki/Columbarium?oldid=1117396549&ns=0
"Samuel Wilderspin (23 March 1791, in Hornsey, Wakefield – 1866) was an English educator known for his pioneering work on infant schools. His belief was that a child should be encouraged to learn through experience, and to development in feelings as well as intellect. His work provided the model for infant schools in Europe and North America."	http://commons.wikimedia.org/wiki/Special:FilePath/Samuel_Wilderspin_Payne.jpg?width=300	Samuel Wilderspin	https://dbpedia.org/page/Samuel_Wilderspin	http://en.wikipedia.org/wiki/Samuel_Wilderspin?oldid=1106879920&ns=0
"Mauritania (/ˌmɒrɪˈteɪniə, ˌmɔːrɪ-/; Arabic: موريتانيا, Mūrītānyā, French: Mauritanie; Berber: Agawej or Cengit; Pulaar: 𞤃𞤮𞤪𞤭𞤼𞤢𞤲𞤭 Moritani; Wolof: Gànnaar; Soninke:), officially the Islamic Republic of Mauritania (Arabic: الجمهورية الإسلامية الموريتانية), is a sovereign country in Northwest Africa. It is bordered by the Atlantic Ocean to the west, Senegal to the southwest, Mali to the southeast and east, Algeria to the northeast, and the disputed territory of Western Sahara (also known as the Southern Provinces or Moroccan Sahara) to the north and northwest. Morocco lies to the north of Western Sahara. Mauritania is the 11th-largest country in Africa and 28th-largest in the world, and 90% of its territory is situated in the Sahara. Most of its population of 4.4 million lives in"	http://dbpedia.org/resource/National_anthem_of_Mauritania	Mauritania	https://dbpedia.org/page/Mauritania	http://en.wikipedia.org/wiki/Mauritania?oldid=1124948397&ns=0
"Jesse Holman Jones (April 5, 1874 – June 1, 1956) was an American Democratic politician and entrepreneur from Houston, Texas. Jones managed a Tennessee tobacco factory at age fourteen, and at nineteen, he was put in charge of his uncle's lumberyards. Five years later, after his uncle, M. T. Jones, died, Jones moved to Houston to manage his uncle's estate and opened a lumberyard company, which grew quickly. During this period, Jesse opened his own business, the South Texas Lumber Company. He also began to expand into real estate, commercial building, and banking. His commercial building activities in Houston included mid-rise and skyscraper office buildings, hotels and apartments, and movie theaters. He constructed the Foster Building, home to the Houston Chronicle, in exchange for a fifty"	"http://dbpedia.org/resource/Robertson_County,_Tennessee"	Jesse H. Jones	https://dbpedia.org/page/Jesse_H._Jones	http://en.wikipedia.org/wiki/Jesse_H._Jones?oldid=1108186177&ns=0
